"ASIN";"SKU";"Title";"Labels";"CostPeriodStartDate";"Cost";"DomesticShippingCost";"RestofworldShippingCost";"ShippingProfile";"Value_of_unsellable_returns";"VAT";"VAT_CATEGORY";"Hide";"Marketplace";"BatchQuantity"
"B0FVMB32R3";"ONM_ELEPHANT_MOON_03";"Elephant Ornament, Friendship Ornament with Story Card, for Daughter, Birthday Presents for Best Friends Sister";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FQZNFJ88";"CR_TRUSTGOD";"Musemory Cross for Car Mirror Hanging Christian Gifts for Men, Women - Scan Phone for Daily Bible Verse Car Rearview Decor Accessories, Valentines Day Gifts for Men Husband Women";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GW7GNJD2";"DESK-DECOR_BESTDADEVER";"Best Dad Ever Wooden Plaque Sign, Dad Gifts from Daughter, Father Daughter Keepsake, Fathers Day Gift for Dad, Desk Decor Sign";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FX413C8M";"ONM_RETIRED";"Officially Retired 2025 Ornament – Funny Retirement Gift for Men & Women – “Not My Problem Anymore” Christmas Tree Decoration with Plaid Bow – Coworker Leaving Gift, Office Farewell 2025";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FDQCC5MQ";"ONM_ELEPHANT";"Friendship Elephant Ornament with Story Card, Gifts for Women, Friendship Birthday Gifts for Women, Birthday Presents for Best Friends Sisters Special Bond Decor (Orange Wildflower Elephant)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F194KGJY";"HEARTJAR_MOM";"90 Love Notes for Mom in a Jar with NFC Keychain, Positive Affirmation Cards, Emotional Support Jar with Daily Affirmations for Women, Birthday Gifts for Mom, Mom Gifts from Daughters";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DT4QJWHQ";"bible jar_nfc";"Read Me When Bible Verse Jar, Bible Accessories, Prayer Jar, Graduation for Her, Christian Gift For Women, Teacher Gifts, Fathers Day Gift For Dad (Bible Jar Key Chain)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FS6B7BN2";"POSITIVEJAR_UNICORN";"Musemory Positive Unicorn Cards in Jar, Affirmation Cards For Women, Friendship Gift, Unicorn Gift, Positive Decor";"#FBA";"";"1.5";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0H3V2KYGX";"bible jar_nfc";"Bible Jar With Keychain, Read Me When Bible Verse Jar, Bible Accessories, Prayer Jar, Graduation for Her, Christian Gift For Women, Teacher Gifts, Fathers Day Gift For Dad";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0FTF3VZDH";"CROSSCAR_HEART_MATTHEW";"Musemory Cross for Car Mirror Hanging Christian Gifts for Men, Scan Phone for Daily Bible Verse Car Rearview Decor Accessories, Cross for Mirror, Gifts for Christian Men";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F8VR6NP1";"CARD_CUTEBABY";"First Fathers Day Card, 1st Fathers Day Card, First Fathers Day Gifts for New Dad, Perfect for Birthday, Father's Day, Humorous Dad Greeting Cards, Gifts for Dad, Fathers Day Gifts First Time Dad";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FDVJWN86";"BRACELET_BLACK";"Musemory Bible Verse Bracelet For Men Women, Bracelet Wristbands Inspirational, Daily Bible Verse Bracelets for Women, Valentine Gifts For Him and Her, Bracelets Gift Christmas, Bracelets Christian";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0D4MQJGQH";"Dad card";"Fathers Day Card, Fathers Day Cards Bulk, Happy Father's Day Card, Fathers Day Card for Son, Father's Day Cards Bulk, Fathers Day Card Husband (dad card)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FGT5CCWQ";"ONM_TURTLE_02";"Sea Turtle Ornaments, Sea Turtle Gifts for Women Men, Suncatcher Ornament with Story Card, Christmas Ornaments for Tree, Sea Lover Gifts, Presents for Friendship";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FFTFDKDD";"POSITIVEJAR_TURTLEDAUGHTER";"Positive Turtle Jar for Daughter – 60 Uplifting Affirmation Cards, Inspirational Message Notes, Cute Self-Care Gift from Mom or Dad, Daily Encouragement Jar with Handmade Touch";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DKP4PXXW";"YQ-PMKY-0S9D";"I Smell Snow, Girls Gifts Christmas Ornament, Gifts Women, Christmas Tree Ornament, Friendship Elephant Ornament, Christmas Tree Ornament 2025";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FS1ZWDBB";"ONM_NATIVITY_RETRO_06";"Elegant Shepherd Christmas Ornament, Angel Christmas Ornaments 2025, Holiday Tree Decoration, Inspired Christmas Decor, Shepherd Ornamen, 4 inch Holiday Hanging Piece";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GVYVLJ2X";"DESK-DECOR_COGAIOMHOA";"Flower Gifts for Mom, Mothers Day Gifts for Mom, Butterfly Decor for Women, Butterfly Gift for Mom, Butterfly Desk Decor Suncatcher, Butterfly gifts for Mom from Daughter, Mothers Day Gift";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GVYV3C6C";"DESK-DECOR_BUTTERFLYMOM";"Butterfly Gift for Mom, Butterfly Desk Decor Suncatcher, Butterfly gifts for Mom from Daughter, Mothers Day Gift, Mom Birthday Gifts";"#FBA";"";"1.2";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FTSG9HZQ";"CROSSCAR_SUNFLOWERBUTTERFLY";"Musemory Sunflower Christian Cross Car Hanging Ornament – “I Am With You Always” Matthew 28:20 – Rearview Mirror Faith Gift for Women, Butterfly Floral Design, Scripture Card & Blessing Décor";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FVMBG4D4";"ONM_ELEPHANT_MOON_02";"Elephant Ornament, Friendship Ornament with Story Card, Friendship Birthday Gifts for Women, Birthday Presents for Best Friends Sister, Sunset Meadow Elephant";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GCCP9PJS";"VLT_DATENIGHTCOUPON";"Musemory Date Night Coupons for Couples, Romantic Valentine Gift with 20 Fun Date Night Ideas & 9 Blank Coupons, Cute Love Coupon Book for Him or Her, Valentine Gift for Him";"#FBA";"";"2";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FR1M89G4";"CR_STRONGCOURAGE";"Cross for Car Mirror Hanging Christian Gifts for Men, Women - Scan Phone for Daily Bible Verse Car Rearview Decor Accessories, Sticker Trust in God, Cross";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GRTCMQDD";"BIBLEJAR_DAD2026";"Bible Jar for Dad, Read Me When Bible Verse Jar, Bible Accessories, Prayer Jar, Christian Gift For Dad, Teacher Gifts, Fathers Day Gift For Dad, Father Day Gifts from Son, Daughter";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FRN3J4JX";"TOKENS";"Musemory Set 20+ Tokens Heart, Tokens Star and Round Tokens for Reward Jar, Smiley Tokens Reward Jar for Kids, Classroom Management Tool, Tokens Reward Jars for Kids Magnetic";"#FBA";"";"1.5";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FDWS4H8V";"BRACELET_PINK";"Musemory Bracelets Christian, Bible Verse Bracelet For Womnen, Bracelet Wristbands Inspirational, Daily Bible Verse Bracelets for Women, Valentine Gifts For Him and Her, Bracelets gift";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FTFDYS6Y";"CROSSCAR_USA-JOSCHUA1.9";"Daily Bible Verse Rearview Mirror Cross Ornament, Cross for Car Mirror Hanging Christian Gifts for Men, Women, Car Rearview Decor Accessories, Jesus Ornament Religious Gift";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F192GZRG";"BIBLEJAR_MOM";"Mother Day, Christian Gifts for Mom, Birthday Gifts for Mom, Best Gift For Mom From Daughters, Son, Mothers Day Gift, Bible Verse Jar for Mommy";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DZWS5XNF";"B2-WBSR-5J3P";"Set 2, Easter Rabbit Decor, Easter Decorations for the Home, Easter Decor, Farmhouse Rabbit Tiered Tray, Bunny Decorations";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FS254T8G";"ONM_NATIVITY_RETRO_10";"Nativity Scene Ornament, Angel Christmas Ornaments 2025, Religious for Tree Home Christian Faith Gift for Family, Friends, and Church, Angel of Peace Christmas Ornament";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FS226Z38";"CROSSCAR_ANGELS911_MICADEN";"Cross for Car Mirror Hanging Christian Gifts for Men, Women, Cross for Car Mirror Hanging, Jesus Accessories, Religious Ornament for Truck Driver, Inspirational Bible Verse Gift";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GFW8QN18";"BOX_TICKET";"Musemory Date Night Ideas Love Ticket Box, Romantic Date Idea Tickets for Couples, Valentine Gift for Him or Her, Long Distance Relationship gifts, Anniversary Date Night Box";"#FBA";"";"2";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FX7VHMC7";"CARVISOR_ILOVEYOU";"Musemory Frame with Car Visor Clip, Picture acrylic Frame for Car, Mommy and Me Picture Frame, Best Ever Gifts, Gifts for Mom Birthday (Driver Safe I LOVE YOU)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DKTBWLWD";"UK-1UDA-VSFM";"My Best Friend Ornament for Women, Friendship Christmas Ornament for Women Friends, Friendship Gifts for Women Friend, Funny for Adults, White Elephant Gifts for Adults";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FN771G36";"POSITIVEJAR_TURTLEBESTIES";"Positive Turtle Jar for Besties – 60 Daily Affirmation Cards, Cute Friendship Gift with Acrylic Keychain & Display Stand, Inspirational Message Jar for Best Friends, Sisters, or Coworkers";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F8VM1HS2";"Y3-9FHG-0UWD";"Funny Card for Dad from Daughter, Son, Kids on Fathers Day - Heartfelt Message to Father, Perfect for Birthday, Father's Day, Humorous Dad Greeting Cards, Gifts for Dad (Eyes Closed TV Watching)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FN789TRQ";"POSITIVEJAR_TURTLEWOMEN";"Positive Turtle Affirmation Jar for Women – 60 Daily Motivational Cards, Self Care & Encouragement Gift with Acrylic Keychain and Display Stand, Inspirational Message Jar for Positivity and Confidence";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FGTDXPMB";"ONM_TURTLE_01";"Sea Turtle Gifts, Sea Acrylic Suncatcher Ornaments, Turtle Lover Gifts for Women, Christmas Tree Decorations, for Women, Beach Lover Gift";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FLTZL684";"ONM_ELEPHANT_KIMTUYEN_2PCS";"Pack 2Pcs, for Mom, for Daughter, Elephant Gifts for Women, Friendship Ornament, Friendship Birthday Gifts for Women, Presents for Best Friends Sister";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FDZ9S1C4";"ONM_ISMELLSNOW";"I Smell Snow Ornament, Idea Gift for Christmas, Christmas Tree Decorations, Ornament Gifts for Women, Collectible Gift for Girls";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FJRX8G6F";"ONM_DRAGONFLY_01";"Dragonfly Ornament with Story Card – Stained Glass Style Sun Catcher Ornament 2025, Inspirational Gift for Women, Hope and Transformation Decor, Window or Christmas Tree Hanging";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FM6Z31YH";"ONM_BOOK_CAYTHONG";"Book Lover Ornament 2025 – Stained Glass Style Ornament for Readers, Just One More Chapter Bookmark Included, Gifts for Bookworms, Women, Teachers, and Friends, Book Pine Tree";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FQZYLMPW";"ONMHLW_GHOST-SWING";"Spooky Home Decor, Ghost Swing, Cute Halloween Kitchen Dercorations, Ghost Decor, Hanging Ghosts Decor, for Women";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FR169XNP";"ONM_UNICONRN";"Unicorn Christmas Ornament, Unicorn Christmas Tree Ornaments, Christmas Ornaments for Little Girls, Christmas Tree, Christmas Ornament, Hanging Decoration";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GV371GBW";"CARD_HEART_MOM_02";"Musemory Mother’s Day Card for Mom – 3D Heart Handmade Design, Cute Mom Greeting Card, Mother Daughter Love Card, Happy Mother’s Day, Blank Inside with Envelope, Gift from Daughter";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FX3T7VLL";"ANSWER_DESK_RATES_GREEN";"Funny Desk Decor, Christmas Table Decor, Boss Day Gifts Decorations, Signs for Office Funny, Desk Accessories for Work, Table Gifts for Boss, for Coworker Answer";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FX3TGSLM";"ANSWER_DESK_RATES_RED";"Christmas Table Decor, Boss Day Gifts decorations Funny Office Gag Gifts for Coworker Answer Desk Rates Desk Sign for Women Men (Red)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FX3S67WZ";"JAR_POSITIVE-BASEBALL";"60 Positive Cards Jar, Affirmation Cards For Women, Friendship Gift, Quotes Jar, Best Friend Gift, Christmas Decor, Christmas Gifts For Women, Positive Decor, Key Chain (Positive Baseball)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0FX3R8LY7";"JAR_POSITIVE-BASKETBALL";"60 Positive Cards Jar, Affirmation Cards For Women, Friendship Gift, Quotes Jar, Best Friend Gift, Christmas Decor, Christmas Gifts For Women, Positive Decor, Key Chain (Positive Basketball)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0FX3PZQ3B";"JAR_POSITIVE-FOOTBALL";"60 Positive Cards Jar, Affirmation Cards For Women, Friendship Gift, Quotes Jar, Best Friend Gift, Christmas Decor, Christmas Gifts For Women, Positive Decor, Key Chain (Positive Football)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0FX3SJC6P";"JAR_POSITIVE-SHARK";"60 Positive Cards Jar, Affirmation Cards For Women, Friendship Gift, Quotes Jar, Best Friend Gift, Christmas Decor, Christmas Gifts For Women, Positive Decor, Key Chain (Positive Shark)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0FX3XWQBF";"ONM_WHITE_NATIVITY_02";"Nativity Scene Ornament, Christian Gifts for Women, Angel Christmas Ornaments 2025, Religious for Tree Home Christian Faith Gift for Family, Friends, and Church, Christian Families";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FX3SJT77";"STK_TRUST-IN-GOD";"3 PCS Trust in God Rearview Mirror Sticker, Window Decals Vinyl Car Stickers for Women, Inspirational Mirror Quotes, Car Interior Decor Stickers, Trust in God Mirror Decoration";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GJ5NQXD7";"EASTER_HEISRISEN_4LAYER";"He Is Risen Easter Decorations, Wooden Empty Tomb Resurrection Scene, Christian Easter Decor, He Is Risen Wooden Easter Decor, Easters gifts for Women";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GJ5DM9LJ";"EASTER_HEISRISEN_4LAYER_EGG";"He Is Risen Easter Decor, Easter Basket Stuffers Gift, Christian Table Decor, Christian He Is Risen Decorations for Home, Farmhouse Spring Decor, Christian Gift";"#FBA";"";"1.5";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GJ6674T7";"EASTER_HEISRISEN_2LAYER";"He Is Risen Easter Decor, Easter Basket Stuffers Christian Gift, Christian Resurrection Sign with Three Crosses, Wooden Religious Decorations for Home, Faith Inspired Table Decor";"#FBA";"";"1.2";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GJ5NPDNC";"EASTER_HEISRISEN_31X9CM";"He Is Risen Easter Decor, Christian He Is Risen Resurrection Table Sign with Cross Lamb Angel, Christian Table Decor, Religious Farmhouse Spring Decor, Easter Basket Stuffers Gift";"#FBA";"";"1.5";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GJ5SF1DP";"EASTER_HEISRISEN_WREATH";"He is Risen Easter Wreath, Wooden Christian Cross Door Decor with Lily Flowers & Dove, Faith-Inspired Easter Hanging Sign for Front Door, Wall, Farmhouse Spring Decor";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GJ5PTLN3";"PATRICKDAY_SIGN";"St Patrick’s Day Welcome Door Sign, Shamrock Wooden Wreath for Front Door, St. Patrick’s Day Porch & Entryway Decor, st Patricks Day Decor, St Patricks Day Wreath";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GJ66K8S8";"EASTER_HEISRISEN_EGG";"He Is Risen Easter Decorations, He is Risen Wooden Egg, Christian Gifts, Christian Easter Table Decor with Crosses, Religious Farmhouse Spring Home Decoration, Easter Decor";"#FBA";"";"1.5";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GXHRF1TW";"";"Butterfly Gift for Mom, Acrylic Butterfly Desk Decor Suncatcher, Meaningful Sentimental Gift for Mom from Daughter, Mothers Day";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0FVFP1LJY";"ONM_BIGFOOT";"Bigfoot Christmas Ornament 2025, Funny Sasquatch Ornament for Men, 2025 Christmas Ornament, Christmas Tree Decorations, Meaningful, Perfect for Friends";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FVFQZY28";"ONM_FUNNYDOG2025";"Funny Dog Christmas Ornament 2025, Christmas Tree Decorations, Meaningful, Perfect for Friends,Gag Gift for Friends, Dog Lovers, Pet Owners, White Ornament for Christmas Tree";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FVFRG23J";"ONM_RACCOON";"Cute Raccoon Christmas Ornament 2025, Funny Christmas Tree Ornament, Christmas Ornament, Beautiful Ornament for Women, Christmas Tree Decorations, Meaningful, Perfect for Friends";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FVFQ9263";"ONM_SANTASLEIGHRIDE";"Santa Sleigh Christmas Ornament 2025, Vintage Christmas Tree Ornament, Elegant Santa and Reindeer Night Scene, Christmas Tree Decorations, Meaningful, Perfect for Friends";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FVFMQCDC";"ONM_STARLITDEER";"Reindeer Ornament 2025, Deer Moonlight Christmas Ornament 2025, Vintage Christmas Tree Decoration, Winter Night Scene Holiday Keepsake Gift, Christmas Ornament";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FVFP627S";"ONM_STARRYNIGHT";"Starry Night Christmas Tree Ornament 2025, Starry Night Beautiful Christmas Ornaments, Starry Night Gifts, Xmas Tree Decorations, Gift for Coworker, Friends, Christmas Tree Decorations";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GJDLKDTP";"STKPATRICK_67";"Six Seven St Patrick's Day, Meme 67 St Patrick's Day, 67 Shamrock Stickers, 67 Shamrock, Lucky 67 Meme Stickers (Meme 67)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GJDHSMX9";"STKPATRICK_LUCKY";"St Patrick’s Day Stickers, Shamrock & Lucky Clover Stickers, Sheet Sticker Pack for Classroom, Sticker Pack for Party Favors, Planners & Holiday Decorations";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FR1K4J75";"ONM_DINOSAUR";"Dinosaur Christmas Ornament with Story Card, 2025 Christmas Tree Decorations, Dinosaur Ornaments for Tree, Christmas Tree, Christmas Ornament";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GCCLVN25";"CARDVLT_PIECELOVE";"Musemory Valentines Day Card For Him Her, Valentines Day Gifts, Birthday Cards for Women, Sweet Cards for Couples, Husband, Wife, Boyfriend, Girlfriend, Card Piece Love";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GC97NS5Q";"CARDVLT_YOUWONMYHEART_WHITE";"Musemory Valentines Day Card For Him Her, Valentines Day Gifts, Birthday Cards for Women, Sweet Cards for Couples, Husband, Wife, Boyfriend, Girlfriend (You Won)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GC8WJX4G";"CARDVLT_MYMAINSQUEEZE";"Musemory Valentines Day Card For Him Her, Valentines Day Gifts, Birthday Cards for Women, Sweet Cards for Couples, Husband, Wife, Boyfriend, Girlfriend";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GCC23RGM";"VLT_DATECOUPON";"Musemory Love Coupon Gift for Him or Her, Meaningful Valentines Day, Anniversary or Birthday Gift for Boyfriend Girlfriend Husband Wife, Romantic Valentine Gift for Him or Her (Date Coupons)";"#FBA";"";"2";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GCCTY36J";"CARDVLT_MYEVERYTHING";"Musemory Valentines Day Card For Him Her, Valentines Day Gifts, Birthday Cards for Women, Sweet Cards for Couples, Husband, Wife, Boyfriend, Girlfriend";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0GCC6BBD2";"CARDVLT_YOUWONMYHEART_RED";"Musemory Valentines Day Card For Him Her, Valentines Day Gifts, Birthday Cards for Women, Sweet Cards for Couples, Husband, Wife, Boyfriend, Girlfriend (Red)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FQZYG5V6";"CR_GODGREATER";"Musemory Cross for Car Mirror Hanging Christian Gifts for Men, Women - Scan Phone for Daily Bible Verse Car Rearview Decor Accessories,";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
